X,Y,Z,ms,Date
-4,-2,9,378007,2018-07-25 07:38:19:601
-4,-2,9,378507,2018-07-25 07:38:20:101
-7,-1,8,379007,2018-07-25 07:38:20:601
4,0,6,379508,2018-07-25 07:38:21:102
-8,6,4,380008,2018-07-25 07:38:21:602
-1,9,4,380507,2018-07-25 07:38:22:101
-1,12,6,381008,2018-07-25 07:38:22:602
0,-1,12,381507,2018-07-25 07:38:23:101
-1,2,10,382008,2018-07-25 07:38:23:602
-1,3,9,382507,2018-07-25 07:38:24:101
-1,2,10,383007,2018-07-25 07:38:24:601
-1,2,9,383508,2018-07-25 07:38:25:102
-1,2,9,384008,2018-07-25 07:38:25:602
-1,2,9,384508,2018-07-25 07:38:26:102
2,1,10,385008,2018-07-25 07:38:26:602
8,-4,19,385508,2018-07-25 07:38:27:102
3,-1,9,386008,2018-07-25 07:38:27:602
4,-1,9,386507,2018-07-25 07:38:28:101
4,-1,9,387007,2018-07-25 07:38:28:601
4,-1,9,387508,2018-07-25 07:38:29:102
4,-1,9,388007,2018-07-25 07:38:29:601
5,-1,9,388507,2018-07-25 07:38:30:101
5,-1,9,389007,2018-07-25 07:38:30:601
4,-1,9,389508,2018-07-25 07:38:31:102
5,-1,9,390008,2018-07-25 07:38:31:602
5,-1,8,390508,2018-07-25 07:38:32:102
6,-1,8,391007,2018-07-25 07:38:32:601
4,0,10,391507,2018-07-25 07:38:33:101
-1,-1,10,392007,2018-07-25 07:38:33:601
-1,1,9,392507,2018-07-25 07:38:34:101
-3,2,8,393007,2018-07-25 07:38:34:601
1,-1,6,393507,2018-07-25 07:38:35:101
3,-5,9,394007,2018-07-25 07:38:35:601
3,-4,8,394507,2018-07-25 07:38:36:101
2,-4,7,395007,2018-07-25 07:38:36:601
-3,3,18,395508,2018-07-25 07:38:37:102
0,3,9,396008,2018-07-25 07:38:37:602
-1,4,9,396507,2018-07-25 07:38:38:101
0,4,10,397007,2018-07-25 07:38:38:601
0,3,9,397507,2018-07-25 07:38:39:101
0,3,9,398008,2018-07-25 07:38:39:602
0,3,9,398507,2018-07-25 07:38:40:101
0,3,9,399007,2018-07-25 07:38:40:601
0,3,9,399507,2018-07-25 07:38:41:101
0,3,10,400007,2018-07-25 07:38:41:601
0,3,9,400507,2018-07-25 07:38:42:101
0,3,9,401008,2018-07-25 07:38:42:602
-1,-2,9,401507,2018-07-25 07:38:43:101
0,-1,10,402007,2018-07-25 07:38:43:601
0,-1,10,402507,2018-07-25 07:38:44:101
0,-1,10,403007,2018-07-25 07:38:44:601
0,-1,10,403510,2018-07-25 07:38:45:104
0,-1,10,404008,2018-07-25 07:38:45:602
0,-1,10,404507,2018-07-25 07:38:46:101
0,-1,10,405008,2018-07-25 07:38:46:602
0,-1,10,405507,2018-07-25 07:38:47:101
0,-1,10,406008,2018-07-25 07:38:47:602
0,-1,10,406507,2018-07-25 07:38:48:101
0,-1,10,407008,2018-07-25 07:38:48:602
1,-1,10,407507,2018-07-25 07:38:49:101
1,-1,10,408008,2018-07-25 07:38:49:602
1,-1,10,408507,2018-07-25 07:38:50:101
1,-1,10,409007,2018-07-25 07:38:50:601
1,-1,10,409508,2018-07-25 07:38:51:102
1,-1,10,410008,2018-07-25 07:38:51:602
1,-1,10,410507,2018-07-25 07:38:52:101
1,-1,10,411007,2018-07-25 07:38:52:601
1,-1,10,411508,2018-07-25 07:38:53:102
1,-1,10,412007,2018-07-25 07:38:53:601
1,-1,10,412508,2018-07-25 07:38:54:102
1,-1,10,413008,2018-07-25 07:38:54:602
1,-1,10,413508,2018-07-25 07:38:55:102
1,-1,10,414008,2018-07-25 07:38:55:602
1,-1,10,414507,2018-07-25 07:38:56:101
1,-1,10,415008,2018-07-25 07:38:56:602
1,-1,10,415508,2018-07-25 07:38:57:102
1,-1,10,416007,2018-07-25 07:38:57:601
1,-1,10,416507,2018-07-25 07:38:58:101
0,-1,10,417007,2018-07-25 07:38:58:601
1,0,9,417508,2018-07-25 07:38:59:102
0,-1,10,418007,2018-07-25 07:38:59:601
0,-1,9,418507,2018-07-25 07:39:00:101
0,-1,10,419007,2018-07-25 07:39:00:601
2,1,9,419508,2018-07-25 07:39:01:102
0,2,10,420007,2018-07-25 07:39:01:601
0,1,10,420508,2018-07-25 07:39:02:102
-1,2,9,421008,2018-07-25 07:39:02:602
-1,3,8,421508,2018-07-25 07:39:03:102
-2,2,9,422008,2018-07-25 07:39:03:602
-2,3,9,422507,2018-07-25 07:39:04:101
-2,2,9,423008,2018-07-25 07:39:04:602
-2,2,9,423507,2018-07-25 07:39:05:101
-2,3,9,424007,2018-07-25 07:39:05:601
-2,3,9,424507,2018-07-25 07:39:06:101
-2,2,9,425007,2018-07-25 07:39:06:601
-2,3,10,425507,2018-07-25 07:39:07:101
-1,3,9,426007,2018-07-25 07:39:07:601
-2,3,9,426507,2018-07-25 07:39:08:101
-2,3,9,427007,2018-07-25 07:39:08:601
-2,3,9,427508,2018-07-25 07:39:09:102
-2,3,9,428008,2018-07-25 07:39:09:602
-2,3,9,428507,2018-07-25 07:39:10:101
-2,3,9,429008,2018-07-25 07:39:10:602
-2,3,9,429508,2018-07-25 07:39:11:102
-2,3,9,430008,2018-07-25 07:39:11:602
-2,3,9,430507,2018-07-25 07:39:12:101
-2,3,9,431008,2018-07-25 07:39:12:602
-2,3,9,431508,2018-07-25 07:39:13:102
-2,3,9,432007,2018-07-25 07:39:13:601
-2,3,9,432507,2018-07-25 07:39:14:101
-2,3,9,433008,2018-07-25 07:39:14:602
-1,3,9,433507,2018-07-25 07:39:15:101
1,2,10,434007,2018-07-25 07:39:15:601
-1,3,9,434507,2018-07-25 07:39:16:101
-1,2,9,435007,2018-07-25 07:39:16:601
-1,2,10,435507,2018-07-25 07:39:17:101
-1,3,9,436007,2018-07-25 07:39:17:601
-1,3,9,436507,2018-07-25 07:39:18:101
-1,3,9,437007,2018-07-25 07:39:18:601
-1,3,9,437508,2018-07-25 07:39:19:102
-1,3,9,438008,2018-07-25 07:39:19:602
-1,3,9,438507,2018-07-25 07:39:20:101
-1,3,9,439008,2018-07-25 07:39:20:602
-1,3,9,439508,2018-07-25 07:39:21:102
-1,3,9,440008,2018-07-25 07:39:21:602
-1,3,9,440508,2018-07-25 07:39:22:102
-1,3,9,441008,2018-07-25 07:39:22:602
-2,4,8,441508,2018-07-25 07:39:23:102
-2,4,10,442008,2018-07-25 07:39:23:602
-2,3,9,442507,2018-07-25 07:39:24:101
-2,3,9,443007,2018-07-25 07:39:24:601
-2,3,9,443507,2018-07-25 07:39:25:101
-2,2,9,444007,2018-07-25 07:39:25:601
-2,3,9,444507,2018-07-25 07:39:26:101
-2,3,10,445007,2018-07-25 07:39:26:601
-1,2,9,445508,2018-07-25 07:39:27:102
0,2,9,446007,2018-07-25 07:39:27:601
-1,3,9,446508,2018-07-25 07:39:28:102
-1,3,9,447008,2018-07-25 07:39:28:602
-1,3,9,447508,2018-07-25 07:39:29:102
-2,3,9,448007,2018-07-25 07:39:29:601
-2,3,9,448508,2018-07-25 07:39:30:102
-2,3,9,449007,2018-07-25 07:39:30:601
-2,3,9,449507,2018-07-25 07:39:31:101
-2,3,9,450007,2018-07-25 07:39:31:601
-2,3,9,450507,2018-07-25 07:39:32:101
-2,3,9,451008,2018-07-25 07:39:32:602
-2,3,9,451507,2018-07-25 07:39:33:101
-2,3,9,452007,2018-07-25 07:39:33:601
-2,3,9,452507,2018-07-25 07:39:34:101
-2,3,9,453007,2018-07-25 07:39:34:601
-2,3,9,453507,2018-07-25 07:39:35:101
-2,3,9,454007,2018-07-25 07:39:35:601
-2,3,9,454507,2018-07-25 07:39:36:101
-2,3,9,455008,2018-07-25 07:39:36:602
-2,3,10,455508,2018-07-25 07:39:37:102
-2,3,9,456007,2018-07-25 07:39:37:601
0,2,10,456507,2018-07-25 07:39:38:101
0,1,10,457008,2018-07-25 07:39:38:602
1,1,10,457507,2018-07-25 07:39:39:101
1,1,10,458007,2018-07-25 07:39:39:601
0,1,10,458507,2018-07-25 07:39:40:101
-1,2,10,459008,2018-07-25 07:39:40:602
0,1,10,459508,2018-07-25 07:39:41:102
0,1,10,460007,2018-07-25 07:39:41:601
0,1,10,460508,2018-07-25 07:39:42:102
0,2,10,461007,2018-07-25 07:39:42:601
-1,3,9,461507,2018-07-25 07:39:43:101
-1,2,10,462007,2018-07-25 07:39:43:601
-1,2,9,462507,2018-07-25 07:39:44:101
-1,2,9,463007,2018-07-25 07:39:44:601
-1,2,10,463507,2018-07-25 07:39:45:101
-1,2,10,464007,2018-07-25 07:39:45:601
-1,2,10,464507,2018-07-25 07:39:46:101
-1,2,10,465008,2018-07-25 07:39:46:602
-1,2,10,465507,2018-07-25 07:39:47:101
-1,2,10,466008,2018-07-25 07:39:47:602
-1,2,10,466508,2018-07-25 07:39:48:102
-1,2,10,467008,2018-07-25 07:39:48:602
-1,2,10,467508,2018-07-25 07:39:49:102
-1,2,10,468008,2018-07-25 07:39:49:602
-1,2,10,468508,2018-07-25 07:39:50:102
-1,2,10,469007,2018-07-25 07:39:50:601
-1,2,10,469507,2018-07-25 07:39:51:101
-1,2,10,470007,2018-07-25 07:39:51:601
-1,2,10,470507,2018-07-25 07:39:52:101
-1,2,10,471007,2018-07-25 07:39:52:601
-1,2,10,471507,2018-07-25 07:39:53:101
-1,2,10,472007,2018-07-25 07:39:53:601
-1,2,10,472507,2018-07-25 07:39:54:101
-1,2,10,473007,2018-07-25 07:39:54:601
-1,2,10,473507,2018-07-25 07:39:55:101
-1,2,10,474007,2018-07-25 07:39:55:601
-1,2,10,474507,2018-07-25 07:39:56:101
-1,2,10,475008,2018-07-25 07:39:56:602
-1,2,10,475508,2018-07-25 07:39:57:102
-1,2,10,476007,2018-07-25 07:39:57:601
-1,2,10,476508,2018-07-25 07:39:58:102
-1,2,10,477008,2018-07-25 07:39:58:602
-1,2,10,477508,2018-07-25 07:39:59:102
-1,2,10,478008,2018-07-25 07:39:59:602
-1,2,10,478508,2018-07-25 07:40:00:102
-1,2,10,479008,2018-07-25 07:40:00:602
-1,2,10,479508,2018-07-25 07:40:01:102
-1,2,10,480008,2018-07-25 07:40:01:602
-1,2,9,480508,2018-07-25 07:40:02:102
-1,2,10,481007,2018-07-25 07:40:02:601
-1,2,9,481507,2018-07-25 07:40:03:101
-1,2,10,482007,2018-07-25 07:40:03:601
-1,2,10,482508,2018-07-25 07:40:04:102
-1,2,10,483008,2018-07-25 07:40:04:602
-1,2,10,483508,2018-07-25 07:40:05:102
-1,2,10,484008,2018-07-25 07:40:05:602
-1,2,10,484507,2018-07-25 07:40:06:101
-1,2,10,485007,2018-07-25 07:40:06:601
-1,2,10,485508,2018-07-25 07:40:07:102
-1,2,10,486007,2018-07-25 07:40:07:601
-1,2,10,486508,2018-07-25 07:40:08:102
-1,2,10,487007,2018-07-25 07:40:08:601
-1,2,10,487508,2018-07-25 07:40:09:102
-1,2,10,488007,2018-07-25 07:40:09:601
-1,2,10,488508,2018-07-25 07:40:10:102
0,1,9,489007,2018-07-25 07:40:10:601
0,1,10,489508,2018-07-25 07:40:11:102
0,1,10,490008,2018-07-25 07:40:11:602
0,1,10,490508,2018-07-25 07:40:12:102
0,1,10,491008,2018-07-25 07:40:12:602
0,1,10,491507,2018-07-25 07:40:13:101
0,1,10,492007,2018-07-25 07:40:13:601
-1,1,8,492508,2018-07-25 07:40:14:102
1,1,7,493007,2018-07-25 07:40:14:601
0,-1,10,493508,2018-07-25 07:40:15:102
0,-1,10,494007,2018-07-25 07:40:15:601
0,-1,10,494508,2018-07-25 07:40:16:102
0,-1,10,495008,2018-07-25 07:40:16:602
0,-1,10,495508,2018-07-25 07:40:17:102
1,-1,10,496008,2018-07-25 07:40:17:602
0,-1,10,496508,2018-07-25 07:40:18:102
0,-1,10,497007,2018-07-25 07:40:18:601
0,-1,10,497507,2018-07-25 07:40:19:101
0,-1,10,498007,2018-07-25 07:40:19:601
1,-1,10,498508,2018-07-25 07:40:20:102
0,-1,10,499008,2018-07-25 07:40:20:602
1,-1,10,499507,2018-07-25 07:40:21:101
1,-1,10,500007,2018-07-25 07:40:21:601
1,0,11,500508,2018-07-25 07:40:22:102
1,-1,10,501008,2018-07-25 07:40:22:602
1,-1,10,501508,2018-07-25 07:40:23:102
1,-1,10,502007,2018-07-25 07:40:23:601
1,-1,10,502508,2018-07-25 07:40:24:102
1,-1,10,503008,2018-07-25 07:40:24:602
1,-1,10,503508,2018-07-25 07:40:25:102
1,-2,10,504007,2018-07-25 07:40:25:601
1,-1,9,504508,2018-07-25 07:40:26:102
1,1,9,505008,2018-07-25 07:40:26:602
0,2,10,505508,2018-07-25 07:40:27:102
0,2,9,506007,2018-07-25 07:40:27:601
0,2,9,506507,2018-07-25 07:40:28:101
0,2,9,507007,2018-07-25 07:40:28:601
0,2,10,507507,2018-07-25 07:40:29:101
0,2,10,508008,2018-07-25 07:40:29:602
1,2,10,508508,2018-07-25 07:40:30:102
0,2,9,509007,2018-07-25 07:40:30:601
0,2,10,509507,2018-07-25 07:40:31:101
-1,3,9,510007,2018-07-25 07:40:31:601
-1,3,9,510507,2018-07-25 07:40:32:101
-1,3,9,511008,2018-07-25 07:40:32:602
-1,3,9,511507,2018-07-25 07:40:33:101
0,3,9,512008,2018-07-25 07:40:33:602
-1,3,9,512507,2018-07-25 07:40:34:101
-1,3,9,513007,2018-07-25 07:40:34:601
-2,3,9,513508,2018-07-25 07:40:35:102
-1,3,9,514008,2018-07-25 07:40:35:602
-1,3,9,514507,2018-07-25 07:40:36:101
-1,3,9,515007,2018-07-25 07:40:36:601
-1,3,9,515507,2018-07-25 07:40:37:101
-1,3,9,516008,2018-07-25 07:40:37:602
-1,3,9,516508,2018-07-25 07:40:38:102
-1,3,9,517007,2018-07-25 07:40:38:601
-1,3,9,517508,2018-07-25 07:40:39:102
-1,3,9,518008,2018-07-25 07:40:39:602
-1,3,9,518508,2018-07-25 07:40:40:102
-1,3,9,519007,2018-07-25 07:40:40:601
-1,3,9,519508,2018-07-25 07:40:41:102
-1,3,9,520007,2018-07-25 07:40:41:601
-1,3,9,520507,2018-07-25 07:40:42:101
-1,3,9,521007,2018-07-25 07:40:42:601
-1,3,9,521507,2018-07-25 07:40:43:101
-1,3,9,522008,2018-07-25 07:40:43:602
-1,3,9,522507,2018-07-25 07:40:44:101
-1,3,9,523008,2018-07-25 07:40:44:602
-1,3,9,523508,2018-07-25 07:40:45:102
-1,3,9,524007,2018-07-25 07:40:45:601
-1,3,9,524508,2018-07-25 07:40:46:102
-1,3,10,525007,2018-07-25 07:40:46:601
-1,3,10,525507,2018-07-25 07:40:47:101
-1,3,9,526007,2018-07-25 07:40:47:601
0,3,9,526508,2018-07-25 07:40:48:102
0,2,10,527008,2018-07-25 07:40:48:602
0,3,9,527507,2018-07-25 07:40:49:101
0,3,10,528008,2018-07-25 07:40:49:602
0,3,9,528508,2018-07-25 07:40:50:102
0,3,10,529008,2018-07-25 07:40:50:602
0,2,9,529507,2018-07-25 07:40:51:101
-2,3,14,530007,2018-07-25 07:40:51:601
1,2,7,530508,2018-07-25 07:40:52:102
0,2,10,531008,2018-07-25 07:40:52:602
0,2,11,531508,2018-07-25 07:40:53:102
0,3,11,532008,2018-07-25 07:40:53:602
0,3,8,532508,2018-07-25 07:40:54:102
-1,2,16,533007,2018-07-25 07:40:54:601
0,4,9,533507,2018-07-25 07:40:55:101
1,3,9,534008,2018-07-25 07:40:55:602
-1,4,9,534507,2018-07-25 07:40:56:101
-1,3,10,535008,2018-07-25 07:40:56:602
-1,3,9,535507,2018-07-25 07:40:57:101
-1,3,9,536007,2018-07-25 07:40:57:601
-1,3,9,536507,2018-07-25 07:40:58:101
-1,3,10,537007,2018-07-25 07:40:58:601
-1,2,9,537507,2018-07-25 07:40:59:101
-1,2,10,538007,2018-07-25 07:40:59:601
-1,2,10,538509,2018-07-25 07:41:00:103
-1,2,10,539007,2018-07-25 07:41:00:601
-1,2,10,539508,2018-07-25 07:41:01:102
-1,2,10,540008,2018-07-25 07:41:01:602
-1,2,10,540507,2018-07-25 07:41:02:101
-1,2,10,541007,2018-07-25 07:41:02:601
0,2,8,541507,2018-07-25 07:41:03:101
0,2,8,542008,2018-07-25 07:41:03:602
-1,3,8,542508,2018-07-25 07:41:04:102
1,3,9,543008,2018-07-25 07:41:04:602
-3,1,9,543508,2018-07-25 07:41:05:102
-1,2,11,544009,2018-07-25 07:41:05:603
1,2,10,544507,2018-07-25 07:41:06:101
1,2,8,545008,2018-07-25 07:41:06:602
-1,5,9,545507,2018-07-25 07:41:07:101
1,4,7,546008,2018-07-25 07:41:07:602
1,4,6,546508,2018-07-25 07:41:08:102
0,5,9,547007,2018-07-25 07:41:08:601
2,3,7,547508,2018-07-25 07:41:09:102
-1,4,7,548008,2018-07-25 07:41:09:602
1,4,8,548508,2018-07-25 07:41:10:102
0,4,8,549008,2018-07-25 07:41:10:602
3,4,8,549508,2018-07-25 07:41:11:102
-1,3,4,550007,2018-07-25 07:41:11:601
2,1,11,550508,2018-07-25 07:41:12:102
0,1,9,551008,2018-07-25 07:41:12:602
1,2,7,551508,2018-07-25 07:41:13:102
1,2,5,552008,2018-07-25 07:41:13:602
-1,2,8,552507,2018-07-25 07:41:14:101
-2,1,6,553007,2018-07-25 07:41:14:601
-2,2,12,553508,2018-07-25 07:41:15:102
1,4,9,554007,2018-07-25 07:41:15:601
-2,2,7,554507,2018-07-25 07:41:16:101
-2,2,10,555007,2018-07-25 07:41:16:601
-1,1,11,555507,2018-07-25 07:41:17:101
1,4,11,556008,2018-07-25 07:41:17:602
0,3,7,556508,2018-07-25 07:41:18:102
-2,3,11,557008,2018-07-25 07:41:18:602
-2,5,11,557508,2018-07-25 07:41:19:102
-6,7,11,558008,2018-07-25 07:41:19:602
2,6,7,558508,2018-07-25 07:41:20:102
2,7,10,559008,2018-07-25 07:41:20:602
4,4,8,559507,2018-07-25 07:41:21:101
0,4,11,560008,2018-07-25 07:41:21:602
0,4,10,560508,2018-07-25 07:41:22:102
0,8,10,561008,2018-07-25 07:41:22:602
1,6,4,561508,2018-07-25 07:41:23:102
2,5,3,562008,2018-07-25 07:41:23:602
-3,6,5,562508,2018-07-25 07:41:24:102
0,4,3,563007,2018-07-25 07:41:24:601
-1,9,6,563507,2018-07-25 07:41:25:101
1,8,6,564008,2018-07-25 07:41:25:602
0,6,9,564508,2018-07-25 07:41:26:102
-5,5,9,565007,2018-07-25 07:41:26:601
1,4,11,565507,2018-07-25 07:41:27:101
2,5,8,566008,2018-07-25 07:41:27:602
4,2,12,566508,2018-07-25 07:41:28:102
0,0,8,567007,2018-07-25 07:41:28:601
-3,1,8,567507,2018-07-25 07:41:29:101
